Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,111.230003,112.419998,111.129997,112.389999,101.210297,540600
2018-01-03,112.629997,113.690002,112.550003,113.309998,102.038773,506200
2018-01-04,114.779999,115.300003,114.699997,115.050003,103.605698,539300
2018-01-05,115.449997,116.500000,115.360001,116.330002,104.758369,475300
2018-01-08,115.089996,115.419998,114.760002,114.800003,103.380562,515400
2018-01-09,114.360001,114.459999,113.449997,114.160004,102.804222,515900
2018-01-10,113.639999,113.820000,112.589996,112.870003,101.642548,705800
2018-01-11,110.540001,110.650002,109.370003,109.639999,98.733841,2291200
2018-01-12,109.830002,110.629997,109.510002,110.129997,99.175087,1603200
2018-01-16,111.980003,112.379997,110.449997,110.680000,99.670380,927200
2018-01-17,110.080002,111.349998,109.900002,111.190002,100.129662,977100
2018-01-18,111.779999,112.180000,111.089996,111.669998,100.561913,898000
2018-01-19,113.089996,113.250000,112.650002,113.199997,101.939713,821900
2018-01-22,112.180000,112.790001,111.800003,112.779999,101.561493,671500
2018-01-23,114.019997,114.650002,113.739998,114.269997,102.903282,524600
2018-01-24,114.959999,115.330002,114.029999,114.370003,102.993332,562100
2018-01-25,114.169998,114.279999,112.639999,112.839996,101.615524,639000
2018-01-26,113.830002,114.580002,113.660004,114.540001,103.146416,1563000
2018-01-29,113.720001,114.150002,112.879997,113.540001,102.245895,1948500
2018-01-30,112.980003,113.150002,110.190002,110.809998,99.787453,6145800
2018-01-31,112.349998,113.419998,111.970001,113.250000,101.984741,5107400
2018-02-01,112.220001,112.559998,111.360001,111.650002,100.543907,1354200
2018-02-02,110.849998,110.849998,108.970001,109.150002,98.292580,1298000
2018-02-05,107.779999,108.949997,105.400002,105.870003,95.338844,1350600
2018-02-06,104.930000,108.480003,104.660004,108.360001,97.581169,1713100
2018-02-07,105.800003,106.620003,104.839996,105.089996,94.636429,1971700
2018-02-08,104.769997,104.870003,101.610001,101.660004,91.547630,1058700
2018-02-09,102.529999,103.089996,99.199997,101.989998,91.844795,1377200
2018-02-12,102.919998,103.239998,102.180000,102.750000,92.529205,959300
2018-02-13,102.589996,102.949997,102.180000,102.800003,92.574234,933900
2018-02-14,102.480003,105.169998,102.440002,105.129997,94.672455,1121300
2018-02-15,105.339996,105.660004,104.000000,105.559998,95.059685,1204200
2018-02-16,104.610001,105.580002,104.550003,104.900002,94.465347,547200
2018-02-20,103.989998,104.930000,103.839996,104.230003,93.861984,1600800
2018-02-21,104.129997,104.750000,103.199997,103.250000,92.979454,1195800
2018-02-22,103.430000,104.610001,102.949997,104.139999,93.780945,1183100
2018-02-23,103.959999,104.959999,103.790001,104.900002,94.465347,1388100
2018-02-26,104.309998,105.360001,103.709999,105.309998,94.834557,1813500
2018-02-27,105.449997,105.790001,104.070000,104.070000,93.717896,993300
2018-02-28,105.120003,105.690002,104.440002,104.500000,94.105125,946200
2018-03-01,102.820000,103.050003,101.150002,102.000000,91.853806,1966200
2018-03-02,101.699997,102.849998,101.080002,102.709999,92.493179,795800
2018-03-05,103.019997,104.769997,102.980003,104.599998,94.195183,1018900
2018-03-06,105.120003,105.330002,104.699997,105.080002,94.627426,656600
2018-03-07,107.400002,107.940002,106.860001,107.910004,97.175926,1356700
2018-03-08,108.459999,108.879997,108.080002,108.339996,97.563156,1154100
2018-03-09,108.410004,109.199997,108.269997,109.120003,98.265556,876200
2018-03-12,108.809998,109.260002,108.230003,108.980003,98.139488,717900
2018-03-13,109.480003,109.529999,107.400002,107.620003,96.914780,730900
2018-03-14,108.599998,108.650002,107.400002,108.080002,97.329018,492800
2018-03-15,108.300003,109.000000,108.050003,108.489998,97.698227,819500
2018-03-16,107.480003,108.250000,107.290001,107.519997,96.824715,578400
2018-03-19,106.160004,106.260002,105.239998,106.239998,95.672043,485600
2018-03-20,104.099998,105.199997,104.099998,104.900002,94.465347,878000
2018-03-21,104.800003,105.849998,104.730003,105.099998,94.645439,693900
2018-03-22,104.720001,105.410004,103.870003,103.940002,93.600830,936500
2018-03-23,104.260002,104.389999,102.410004,102.480003,92.286064,800800
2018-03-26,104.709999,105.120003,102.750000,104.830002,94.402298,627500
2018-03-27,104.900002,105.339996,102.419998,103.029999,92.781349,815200
2018-03-28,103.949997,105.199997,103.540001,103.980003,93.636856,1044200
2018-03-29,104.730003,105.839996,104.260002,105.160004,94.699471,670000
2018-04-02,105.080002,105.180000,102.419998,103.290001,93.015488,452400
